,intent_acc,slot_f1,sementic_frame_acc,loss
No attack,0.9245033112582781,0.8060192210419829,0.4370860927152318,0.8301840033284144
Word level [en],0.7907284768211921,0.10850801479654747,0.003973509933774834,9.508766721424303
Word level [de],0.871523178807947,0.46124609746165335,0.03708609271523179,4.405945509358456
Word level [fr],0.8437086092715231,0.36583761021187006,0.026490066225165563,5.551307224599939
Word level [ja],0.7841059602649006,0.18447132266874755,0.011920529801324504,4.610837278868023
Word level [pt],0.8423841059602649,0.3639135254988914,0.02384105960264901,5.522979254471628
Word level [zh],0.7284768211920529,0.3148375768217735,0.006622516556291391,4.470161303720976
Alignments [en],0.8993377483443709,0.7196207654064053,0.2185430463576159,2.640381402953675
Alignments [de],0.8927152317880794,0.6299293513166346,0.176158940397351,3.5224710833869484
Alignments [fr],0.8887417218543047,0.6244780793319417,0.1827814569536424,3.5592569444524615
Alignments [ja],0.8980132450331125,0.30550744717700035,0.04768211920529802,7.194088664180354
Alignments [pt],0.8529801324503311,0.7074539139727491,0.2582781456953642,2.584296734415387
Alignments [zh],0.8913907284768212,0.4539051494756613,0.1152317880794702,3.9498573993381703
