,No attack,Word level [ALL],Word level [en],Word level [de],Word level [fr],Word level [ja],Word level [pt],Word level [zh_cn]
perplexity,4.181147362056532,137046.9052657278,259.2586206134997,143.47045666042126,201.2831054436533,778.4760994961388,264.97201424648887,1665.7699722189652
intent_acc,0.928476821192053,0.2860927152317881,0.7086092715231788,0.7417218543046358,0.671523178807947,0.5960264900662252,0.6900662251655629,0.6039735099337749
slot_precision,0.8194480946123521,0.1634674922600619,0.4209553972024281,0.4897841726618705,0.45995303939473,0.3091952240657466,0.4929370217775162,0.3407202216066482
slot_recall,0.7925775292323335,0.16493127863390253,0.3945090279495424,0.4095283926852743,0.42441020702936927,0.4142085583714167,0.3897161470451373,0.40531634446397186
slot_f1,0.8057888616100269,0.16419612314709237,0.40730337078651685,0.4460752194994103,0.4414673844998122,0.35407973008967414,0.43529106029106024,0.3702217317146584
sementic_frame_acc,0.42251655629139073,0.0,0.02781456953642384,0.03708609271523179,0.030463576158940398,0.006622516556291391,0.039735099337748346,0.015894039735099338
loss,0.9998019218248756,10.587348953046297,4.508837078746996,4.11979281023929,4.344403595673411,5.6284126683285365,4.254111322603728,5.4660226846996105
time,1.2966742515563965,297.92257261276245,54.678311586380005,55.927937269210815,54.48886847496033,56.404476165771484,56.58938384056091,55.861441135406494
