,intent_acc,slot_f1,sementic_frame_acc,loss
No attack,0.9589403973509933,0.8047236425614805,0.45695364238410596,0.8075112502923921
Word level [en],0.8251655629139073,0.11233514352211017,0.013245033112582781,9.255158946388645
Word level [de],0.8754966887417218,0.41583099344832203,0.022516556291390728,4.555404427490736
Word level [fr],0.8410596026490066,0.3201787043931497,0.026490066225165563,5.901837506106025
Word level [ja],0.7867549668874172,0.24750900108850374,0.009271523178807948,4.798608841394123
Word level [pt],0.8079470198675497,0.29850746268656714,0.025165562913907286,5.6156982710486965
Word level [zh],0.8,0.18729224047867793,0.039735099337748346,4.307041900722604
Alignments [en],0.9165562913907285,0.7232332254102937,0.22649006622516557,2.5953463538696893
Alignments [de],0.9139072847682119,0.6086392528213775,0.17880794701986755,3.472162360109781
Alignments [fr],0.9152317880794701,0.6224406224406224,0.1562913907284768,3.063844013841529
Alignments [ja],0.9245033112582781,0.31430253090052973,0.05033112582781457,6.414215611156664
Alignments [pt],0.8993377483443709,0.668247106400781,0.21589403973509932,2.1960815235580267
Alignments [zh],0.9258278145695364,0.4611980660493321,0.1390728476821192,3.6187420523480367
