,No attack,Alignments [ALL],Alignments [en],Alignments [de],Alignments [fr],Alignments [ja],Alignments [pt],Alignments [zh_cn]
perplexity,3.4938365145733483,581.470331355145,38.03434294148495,47.41407543232567,21.53899445408269,204.7394255763606,20.560792890347933,77.7378965177034
intent_acc,0.928476821192053,0.8079470198675497,0.8860927152317881,0.8728476821192053,0.8887417218543047,0.856953642384106,0.8741721854304636,0.847682119205298
slot_precision,0.8197109067017083,0.3548019378740382,0.6231667909520259,0.5356665776115416,0.5855758880516685,0.29610038135071964,0.6766211604095563,0.40870079905297424
slot_recall,0.7928317234367056,0.4841532179661676,0.6635786130227633,0.5808227114716107,0.6195899772209568,0.42579161507164337,0.667695761998316,0.5591093117408907
slot_f1,0.8060472929319035,0.4095057972206233,0.6427381104986539,0.5573314801945797,0.602102933038185,0.3492961834276593,0.6721288317558978,0.47221747307232004
sementic_frame_acc,0.42251655629139073,0.10993377483443709,0.25695364238410595,0.19072847682119207,0.16026490066225166,0.060927152317880796,0.21589403973509932,0.10463576158940398
loss,1.0082500998911104,5.174496582934731,2.678472115491566,2.885041559997358,2.381276538497523,4.604827638676292,2.1171590801916627,3.541052888569079
time,1.2453234195709229,292.2571578025818,55.500120878219604,55.397632360458374,60.24505639076233,49.10261607170105,59.87524771690369,52.27481722831726
