,intent_acc,slot_f1,sementic_frame_acc,loss
No attack,0.9456953642384106,0.9380578484665459,0.7271523178807947,0.53663447222942
Word level [en],0.8437086092715231,0.13182859012103368,0.0013245033112582781,16.7234955436305
Word level [de],0.8688741721854305,0.37221983067872,0.0,15.56962988000167
Word level [es],0.8158940397350993,0.35156135464008215,0.0,16.456103465431614
Word level [fr],0.8490066225165563,0.4263512584238756,0.0026490066225165563,15.115757430227179
Word level [ja],0.8675496688741722,0.5787574117040474,0.13112582781456952,1.8675157623855692
Word level [pt],0.8582781456953642,0.3765810405528753,0.0,15.008949761641652
Alignments [en],0.8887417218543047,0.6555953953576146,0.02119205298013245,10.50831187900744
Alignments [de],0.8887417218543047,0.6369891576313594,0.03708609271523179,10.448700332641602
Alignments [es],0.8437086092715231,0.5409984871406959,0.005298013245033113,11.694766812575491
Alignments [fr],0.8609271523178808,0.6327173456530869,0.011920529801324504,12.178003383937634
Alignments [ja],0.909933774834437,0.710058443555829,0.2052980132450331,5.598230738055549
Alignments [pt],0.8450331125827815,0.6256421232876713,0.022516556291390728,10.933493049521195
