,intent_acc,slot_f1,sementic_frame_acc,loss
No attack,0.9708609271523179,0.9502193977908912,0.8317880794701987,0.3601463511770003
Word level [en],0.8993377483443709,0.23000221582096167,0.0013245033112582781,16.86864904102526
Word level [de],0.9152317880794701,0.34292459790467766,0.0013245033112582781,15.199109383633262
Word level [es],0.8847682119205298,0.4181408813123191,0.0,15.468308659603721
Word level [fr],0.8768211920529801,0.4262888151944528,0.0013245033112582781,15.219933148434288
Word level [ja],0.919205298013245,0.4987844987844988,0.17086092715231788,1.8855606223407544
Word level [pt],0.8728476821192053,0.5092865377225567,0.0013245033112582781,14.53080910130551
Alignments [en],0.8927152317880794,0.6496991220282134,0.013245033112582781,9.809815135755038
Alignments [de],0.895364238410596,0.6114810562571756,0.039735099337748346,10.296053439692447
Alignments [es],0.8927152317880794,0.5954666930614668,0.01456953642384106,10.680744587747673
Alignments [fr],0.9059602649006623,0.6100212715670055,0.01456953642384106,11.355281470951281
Alignments [ja],0.9298013245033112,0.6995908000564414,0.26225165562913905,5.3518805311539355
Alignments [pt],0.8966887417218543,0.5932551674120633,0.022516556291390728,10.498063403681705
