,intent_acc,slot_f1,sementic_frame_acc,loss
No attack,0.9708609271523179,0.9277641277641276,0.8172185430463577,0.3682286746953124
Word level [en],0.928476821192053,0.28229508196721315,0.01456953642384106,8.979770871212608
Word level [de],0.895364238410596,0.611676646706587,0.21721854304635763,3.818222173058587
Word level [es],0.928476821192053,0.5821289821289821,0.13642384105960265,4.261763847501654
Word level [fr],0.9178807947019868,0.5433145009416197,0.17748344370860927,4.479339017415125
Word level [ja],0.8079470198675497,0.34202840165172727,0.033112582781456956,3.919008623926263
Word level [zh],0.8556291390728477,0.5464601769911505,0.18410596026490067,2.6796029606343885
Alignments [en],0.9403973509933775,0.78353402408289,0.45827814569536424,1.8450152180696788
Alignments [de],0.952317880794702,0.7655794991263832,0.5086092715231788,1.7888780901416843
Alignments [es],0.9443708609271523,0.774981384959047,0.49403973509933774,1.6269359327240014
Alignments [fr],0.9509933774834437,0.7840418977202711,0.5748344370860927,1.356880270308006
Alignments [ja],0.9019867549668874,0.46037058199330666,0.14172185430463577,5.256285074784567
Alignments [zh],0.9019867549668874,0.5160091986555811,0.16158940397350993,3.2822461261364975
