,No attack,Alignments [ALL],Alignments [en],Alignments [de],Alignments [es],Alignments [fr],Alignments [ja],Alignments [zh_cn]
perplexity,11.562586749227423,234.9461869591161,17.519003191747164,13.234916564037926,13.29526901747051,8.035998744713632,114.91060706439771,46.483330480675946
intent_acc,0.9231788079470199,0.8079470198675497,0.8847682119205298,0.8781456953642384,0.8649006622516556,0.8874172185430463,0.8503311258278146,0.8675496688741722
slot_precision,0.8647619047619047,0.30303886925795054,0.6557870951544063,0.6515192992061319,0.6620651573716179,0.6489807316392069,0.31300204220558203,0.37904174015285125
slot_recall,0.8996036988110965,0.4870513402998637,0.7555684119178478,0.7880794701986755,0.6922632794457275,0.7891341256366723,0.48116366680619505,0.6091166745394426
slot_f1,0.881838782777598,0.3736167988150214,0.7021505376344086,0.7133223437734152,0.6768275472763194,0.7122280110327918,0.37927905633919,0.46729479978256927
sementic_frame_acc,0.6688741721854304,0.07549668874172186,0.3218543046357616,0.45298013245033114,0.2556291390728477,0.4105960264900662,0.09801324503311258,0.13112582781456952
loss,0.7528054780829208,4.503162707780537,2.0461852462668166,1.8215885951722923,1.8336648097163752,1.6947392350748967,3.6179357327912984,3.0981868768993177
time,1.2117483615875244,294.2404878139496,55.008846044540405,56.54798340797424,59.65513825416565,59.87554693222046,46.611767530441284,52.85186791419983
