,No attack,Alignments [ALL],Alignments [en],Alignments [de],Alignments [es],Alignments [fr],Alignments [ja],Alignments [zh_cn]
perplexity,10.368831125058627,597.8592908206739,32.47539508091776,20.128397614077517,24.5623509934074,20.12517456004494,187.4066815024928,67.85917338823018
intent_acc,0.9112582781456954,0.7748344370860927,0.871523178807947,0.8794701986754967,0.8582781456953642,0.8701986754966887,0.8410596026490066,0.8291390728476821
slot_precision,0.8973405776379754,0.361773823965494,0.7086903304773562,0.6956633307672568,0.7089163237311386,0.6890228585782466,0.3558574663329758,0.4567201327433628
slot_recall,0.9066743715689107,0.5542019409456949,0.7839155158407799,0.8066051770306456,0.7149972329828445,0.801343850423605,0.5553282499535057,0.673394495412844
slot_f1,0.9019833285426847,0.43777524058065576,0.7444073026484958,0.7470377514466795,0.7119437939110069,0.7409508373851972,0.4337594421847763,0.5442860673972151
sementic_frame_acc,0.6847682119205298,0.10993377483443709,0.3576158940397351,0.4649006622516556,0.27549668874172184,0.42119205298013246,0.11125827814569536,0.14966887417218544
loss,0.9201677633141547,4.958892110774392,2.3126333791174387,2.106641598124253,2.0591924188952695,1.9924169656477477,4.255558796932823,3.497543622318067
time,1.2270183563232422,293.53064489364624,55.36887335777283,57.29282736778259,60.173494815826416,60.42343354225159,46.69217038154602,52.71607780456543
