,No attack,Word level [ALL],Word level [en],Word level [de],Word level [es],Word level [fr],Word level [ja],Word level [zh_cn]
perplexity,2.983794903755188,91696.66377434981,780.3490881869667,258.65063386214405,225.48796006754824,156.1260449811032,479.4500230337444,173.37266374387238
intent_acc,0.9231788079470199,0.3576158940397351,0.6397350993377483,0.7112582781456953,0.7192052980132451,0.7417218543046358,0.6039735099337749,0.7258278145695364
slot_precision,0.8647619047619047,0.14086528603649784,0.38483385401874465,0.40523211079764043,0.4305717619603267,0.4093583636873074,0.35365568792338237,0.4165409753645048
slot_recall,0.8996036988110965,0.16590195604926347,0.4518172724241414,0.4384017758046615,0.43069740297636416,0.458137347130762,0.4744594171106236,0.44222044302108354
slot_f1,0.881838782777598,0.15236194278110446,0.4156441717791411,0.4211648673863788,0.43063457330415755,0.43237644273453685,0.40524625267665954,0.4289967637540454
sementic_frame_acc,0.6688741721854304,0.0,0.039735099337748346,0.03576158940397351,0.04768211920529802,0.04370860927152318,0.011920529801324504,0.04900662251655629
loss,0.7688854272036176,10.074982858958997,4.431581660948302,4.304104296784652,4.207698783121611,3.8748231109819913,4.667651759950738,4.262341657437776
time,1.202610969543457,280.3098359107971,52.57346534729004,53.30050849914551,53.4393048286438,53.02324652671814,53.061747550964355,54.43827557563782
