,intent_acc,slot_f1,sementic_frame_acc,loss
No attack,0.9112582781456954,0.9034009717062018,0.6980132450331126,0.7899326560703278
Word level [en],0.8172185430463577,0.1576354679802956,0.010596026490066225,9.37553031821
Word level [de],0.8397350993377484,0.5193953223046206,0.0913907284768212,5.019390461319372
Word level [es],0.8264900662251655,0.4196141479099678,0.018543046357615896,6.193322420120239
Word level [fr],0.8291390728476821,0.3762922122674018,0.05562913907284768,5.739350929385737
Word level [ja],0.7443708609271523,0.3047603731103249,0.007947019867549669,5.381567785614415
Word level [zh],0.6900662251655629,0.4122521180523229,0.015894039735099338,4.670351677191885
Alignments [en],0.8794701986754967,0.7723214285714285,0.3576158940397351,2.3700451004340337
Alignments [de],0.8860927152317881,0.7678043536683689,0.4304635761589404,2.149649506389764
Alignments [es],0.8516556291390729,0.7301458670988654,0.29403973509933773,2.129188177303264
Alignments [fr],0.8821192052980132,0.7505988820867714,0.43178807947019865,1.8507430810750902
Alignments [ja],0.8609271523178808,0.4321829285612839,0.10596026490066225,5.7630745759135795
Alignments [zh],0.8503311258278146,0.5100239254186949,0.14437086092715232,3.590592639069808
