,No attack,Word level [ALL],Word level [en],Word level [de],Word level [es],Word level [fr],Word level [ja],Word level [zh_cn]
perplexity,4.017375358782316,268148.1812358655,346.93510414424696,223.73540638371517,587.7046597907417,232.28515217429714,2207.5894186321057,662.8588165885524
intent_acc,0.9112582781456954,0.25165562913907286,0.7205298013245033,0.7072847682119205,0.6370860927152318,0.6940397350993377,0.47152317880794703,0.7271523178807947
slot_precision,0.8970546182442093,0.19938722601932596,0.49661781285231116,0.52371072910492,0.5238095238095238,0.5093278057447439,0.37122081898201303,0.43843120070113933
slot_recall,0.9063854377347588,0.19808007492390542,0.5108727167294868,0.4813402342685917,0.46453215567209494,0.480178671133445,0.47549019607843135,0.4640538033395176
slot_f1,0.9016958896234549,0.19873150105708245,0.50364441903673,0.5016323633782825,0.4923932124049152,0.494323897111654,0.4169353105523318,0.4508787742226228
sementic_frame_acc,0.6847682119205298,0.0,0.05695364238410596,0.04900662251655629,0.054304635761589407,0.06357615894039735,0.022516556291390728,0.04768211920529802
loss,0.9466410861987816,10.917981609545256,4.18188328492014,4.417835353550158,4.943305053209004,4.448382076464202,5.985594315277902,4.692219365270514
time,1.3002057075500488,285.21383237838745,53.279376745224,54.032902002334595,53.58754086494446,53.428256034851074,52.25532865524292,54.306599140167236
