,No attack,Word level [ALL],Word level [de],Word level [es],Word level [fr],Word level [ja],Word level [pt],Word level [zh_cn]
perplexity,2.005087496104993,388916.31220703124,310.12870504981595,372.3571823873018,271.25160550569234,1125.3850408252918,101.54309409292121,533.3633440469441
intent_acc,0.9682119205298013,0.2675496688741722,0.6662251655629139,0.6662251655629139,0.7019867549668874,0.6754966887417219,0.743046357615894,0.6450331125827815
slot_precision,0.9425233644859813,0.13897497020262217,0.49094068006949615,0.432463768115942,0.5170609645131938,0.30170648464163824,0.4684796044499382,0.5311725452812202
slot_recall,0.9363974001857011,0.11467348544453186,0.4546081360606757,0.34916920196583195,0.5111310996177199,0.3474159952839458,0.4324509356458238,0.5699672667757774
slot_f1,0.9394503959012576,0.12566009268240114,0.4720763723150358,0.38637835038197593,0.5140789324889743,0.3229518677504795,0.4497448676871959,0.5498865094246521
sementic_frame_acc,0.7642384105960265,0.0,0.033112582781456956,0.011920529801324504,0.018543046357615896,0.011920529801324504,0.025165562913907286,0.06225165562913907
loss,0.4564572445809302,11.440457283823113,4.373212057665775,4.808163005427311,4.276473834640101,5.6612749099731445,3.8063526655498303,4.919814723416379
time,1.6130433082580566,272.6297113895416,50.626209020614624,52.17462182044983,49.797996520996094,54.31237030029297,50.21613168716431,52.94472861289978
