,intent_acc,slot_f1,sementic_frame_acc,loss
No attack,0.9576158940397351,0.9066418950301904,0.6887417218543046,0.5527093375885958
Word level [de],0.8516556291390729,0.5651644336175395,0.2,2.3140872955322265
Word level [es],0.823841059602649,0.4066320078684839,0.07549668874172186,3.502885159693266
Word level [fr],0.8052980132450331,0.38370118845500845,0.0423841059602649,3.9243669949079814
Word level [ja],0.7099337748344371,0.4930529478032295,0.054304635761589407,3.155038639746214
Word level [pt],0.856953642384106,0.3977096504831206,0.031788079470198675,3.6176597632859884
Word level [zh],0.7788079470198676,0.5815099546619357,0.12185430463576159,2.2942253338663203
Alignments [de],0.83841059602649,0.6153420105234007,0.25165562913907286,2.0314447973903857
Alignments [es],0.8688741721854305,0.7540403444614839,0.34701986754966885,1.5234064525679538
Alignments [fr],0.8463576158940397,0.6055251717851634,0.16423841059602648,1.9991698001560412
Alignments [ja],0.7549668874172185,0.3495224218876477,0.03576158940397351,3.988229214517694
Alignments [pt],0.9059602649006623,0.6181046676096181,0.27549668874172184,1.7265440070315412
Alignments [zh],0.7735099337748345,0.5373009220452641,0.11258278145695365,2.6430008242004797
