,No attack,Alignments [ALL],Alignments [de],Alignments [es],Alignments [fr],Alignments [ja],Alignments [pt],Alignments [zh_cn]
perplexity,2.224430160863059,1535.585672208241,19.49757947240557,17.520291932991572,21.017198621162347,236.93848659523897,19.541733710893563,46.007649581347195
intent_acc,0.9630459126539753,0.8297872340425532,0.9148936170212766,0.8868980963045913,0.896976483762598,0.8936170212765957,0.8756998880179171,0.8712206047032475
slot_precision,0.9465551717869478,0.37639026538927434,0.7380566801619434,0.7202534151653138,0.6625571684231457,0.37460800152047896,0.7270875763747454,0.5019636981212185
slot_recall,0.9417616205462109,0.4841359773371105,0.7528391492876316,0.705448904401784,0.6970711297071129,0.499366607550038,0.7418952618453866,0.6782845668387837
slot_f1,0.9441523118766999,0.4235177498296264,0.7453746294592661,0.7127742946708464,0.6793760831889082,0.42808274963349074,0.7344167866694096,0.5769535777465992
sementic_frame_acc,0.7603583426651735,0.08062709966405375,0.3896976483762598,0.2788353863381859,0.3023516237402016,0.0683090705487122,0.3583426651735722,0.1690929451287794
loss,0.47467970854553904,5.4180087851626535,1.9916250286623836,2.0155057052948644,2.3610257357358932,4.513033343212945,2.139017376782639,3.2200086265802383
time,1.4321908950805664,354.10819125175476,67.38548517227173,70.13364696502686,69.50248837471008,57.3945746421814,68.24035382270813,65.3653974533081
