,intent_acc,slot_f1,sementic_frame_acc,loss
No attack,0.937748344370861,0.8895326380842024,0.5854304635761589,0.6406175490566774
Word level [de],0.7033112582781457,0.13538667559424172,0.0013245033112582781,5.185737459283126
Word level [es],0.7218543046357616,0.17303617099013516,0.0,5.1181439349525855
Word level [fr],0.6582781456953642,0.18149847094801222,0.01456953642384106,5.193580125507555
Word level [ja],0.6701986754966888,0.056386810750900525,0.0,5.705029851511905
Word level [pt],0.6993377483443709,0.17080978001770755,0.0013245033112582781,5.558546455282914
Word level [zh],0.552317880794702,0.17322272767817323,0.0,5.162313348368595
Alignments [de],0.7006622516556291,0.20093321668124817,0.0,4.647610418420089
Alignments [es],0.6026490066225165,0.3682406702208682,0.015894039735099338,4.150083182987414
Alignments [fr],0.6529801324503312,0.2778877887788779,0.017218543046357615,4.20501702208268
Alignments [ja],0.6635761589403973,0.11019453336616598,0.0013245033112582781,5.022704375417609
Alignments [pt],0.6582781456953642,0.279226385771024,0.022516556291390728,4.209536764496251
Alignments [zh],0.5350993377483444,0.23299406897561692,0.0,4.886953153108296
