,intent_acc,slot_f1,sementic_frame_acc,loss
No attack,0.9509933774834437,0.8802423112767942,0.5986754966887418,0.6161172525663124
Word level [de],0.8741721854304636,0.6624681763365938,0.25165562913907286,2.0347676170499702
Word level [es],0.8132450331125828,0.4910871202611098,0.0781456953642384,3.244422025429575
Word level [fr],0.8304635761589404,0.4851290359912047,0.06490066225165562,3.541804737793772
Word level [ja],0.7933774834437086,0.5156826568265683,0.006622516556291391,2.553086610844261
Word level [pt],0.8344370860927153,0.535810205908684,0.07549668874172186,3.2853415595857722
Word level [zh],0.7960264900662252,0.6682630318659053,0.14304635761589404,1.9497954428195954
Alignments [de],0.8728476821192053,0.6479841374752149,0.2675496688741722,1.7226708854499617
Alignments [es],0.8543046357615894,0.7562631702177476,0.31125827814569534,1.6060418205825906
Alignments [fr],0.8781456953642384,0.6102959462820194,0.17748344370860927,2.1094967776223235
Alignments [ja],0.8291390728476821,0.3797993773780699,0.02119205298013245,3.2613383330796895
Alignments [pt],0.8649006622516556,0.681257461201751,0.24900662251655628,1.686925021755068
Alignments [zh],0.8370860927152318,0.5796530565866223,0.13245033112582782,2.162068510682959
