,No attack,Alignments [ALL],Alignments [de],Alignments [es],Alignments [fr],Alignments [ja],Alignments [pt],Alignments [zh_cn]
perplexity,2.364246230376394,847.8445666915492,12.058273708192926,10.624620374880339,20.814470086599652,98.88497475573891,14.023892762786463,29.779655371214215
intent_acc,0.9576158940397351,0.8344370860927153,0.8913907284768212,0.8940397350993378,0.895364238410596,0.8980132450331125,0.8887417218543047,0.8807947019867549
slot_precision,0.9306169965075669,0.3484372663376701,0.691218872870249,0.7104747919725893,0.6676728869374314,0.35915401582976514,0.6843952483801296,0.4703241195453908
slot_recall,0.9297511049081182,0.4370662164697055,0.7130881557598702,0.7090864680019541,0.697934595524957,0.47082837217213813,0.6993103448275862,0.6581582564303946
slot_f1,0.9301838491971143,0.3877517057746713,0.7019832290696126,0.7097799511002444,0.6824684431977559,0.4074782864713676,0.6917724109701187,0.54860883797054
sementic_frame_acc,0.752317880794702,0.06754966887417219,0.33112582781456956,0.30993377483443707,0.3086092715231788,0.05033112582781457,0.3125827814569536,0.1576158940397351
loss,0.45939480996641674,4.800609933702569,1.8826613393269087,1.7822253791125198,2.083388612144872,3.847173137413828,2.0734803582492627,2.8298087985892044
time,1.1673088073730469,271.0438961982727,51.39281415939331,53.14232325553894,52.70989394187927,43.105902910232544,51.48988723754883,49.285656213760376
