,No attack,Alignments [ALL],Alignments [en],Alignments [de],Alignments [es],Alignments [ja],Alignments [pt],Alignments [zh_cn]
perplexity,2.283480201269451,223.9167356716959,17.21524250005421,27.150999896149887,14.380739281052037,49.06825213683279,11.493867958219427,29.928528594970704
intent_acc,0.9562913907284768,0.8304635761589404,0.9033112582781457,0.9178807947019868,0.9072847682119205,0.8821192052980132,0.904635761589404,0.8993377483443709
slot_precision,0.8664850136239782,0.28773722627737225,0.5908396946564886,0.5737454100367197,0.5682326621923938,0.3000936956230759,0.6501128668171557,0.3678038379530917
slot_recall,0.8879581151832461,0.4627846912420756,0.6945857014657493,0.6496881496881497,0.6080191502094554,0.48090948090948094,0.7063770147161879,0.5740432612312812
slot_f1,0.8770901568695053,0.35484742100999184,0.6385260552729273,0.6093597660058498,0.5874530211043655,0.3695705925986978,0.6770780856423174,0.44834307992202727
sementic_frame_acc,0.6768211920529801,0.08211920529801324,0.23443708609271524,0.40264900662251657,0.18940397350993377,0.09536423841059603,0.4013245033112583,0.12582781456953643
loss,0.5757699414499496,4.329489224835446,2.1215163397161585,2.105105069789447,2.089305092786488,3.204793781983225,1.8499012626315419,2.683074545232873
time,1.2207727432250977,293.8988604545593,55.28672766685486,55.0342333316803,57.30968523025513,50.19277620315552,57.185429096221924,52.68423891067505
