,No attack,Word level [ALL],Word level [en],Word level [de],Word level [es],Word level [ja],Word level [pt],Word level [zh_cn]
perplexity,6.180492437513251,152589.277924628,860.6786488407537,618.644180848724,617.5460507694044,1409.2896341348949,646.0258506247872,359.9831564865614
intent_acc,0.9562913907284768,0.5801324503311258,0.7655629139072848,0.7933774834437086,0.8039735099337748,0.6940397350993377,0.8092715231788079,0.7615894039735099
slot_precision,0.8664850136239782,0.12563945160630244,0.38571428571428573,0.49029126213592233,0.32992065523419506,0.31086231538828013,0.436500754147813,0.3702440304382052
slot_recall,0.8879581151832461,0.14639961850262279,0.38168966677886235,0.5145340125861553,0.3737315163815599,0.403899721448468,0.42608951707891635,0.41597877358490565
slot_f1,0.8770901568695053,0.13522739786367138,0.38369142277110474,0.502120193010674,0.35046220772158787,0.35132588504509354,0.43123230517061545,0.3917812022768291
sementic_frame_acc,0.6768211920529801,0.0026490066225165563,0.045033112582781455,0.052980132450331126,0.026490066225165563,0.030463576158940398,0.04370860927152318,0.03443708609271523
loss,0.5686961234510435,7.9897463447169255,3.8909659134714225,3.4239547126387295,3.953800197651512,4.168123112226787,3.4020125652614395,3.435065580041785
time,1.2207872867584229,287.4305498600006,54.44495677947998,51.1870334148407,53.979568004608154,55.67647194862366,53.253318786621094,53.007906913757324
