,No attack,Word level [ALL],Word level [en],Word level [de],Word level [es],Word level [ja],Word level [pt],Word level [zh_cn]
perplexity,2.744624451587075,38035.02451878598,157.75713114989432,165.19015385100715,151.56475686525044,420.2629988921316,136.88509977240312,772.9070838476482
intent_acc,0.9642384105960264,0.3920529801324503,0.8013245033112583,0.7801324503311259,0.7801324503311259,0.6039735099337749,0.7788079470198676,0.7019867549668874
slot_precision,0.892271662763466,0.19995311767463667,0.49684343434343436,0.6284266984505363,0.474907063197026,0.3490136570561457,0.5382685069008782,0.4489940828402367
slot_recall,0.9033787788974511,0.1832831972496777,0.42391597091300837,0.5789184737853418,0.39942678478374155,0.4295051353874883,0.456261632544536,0.45568099927936584
slot_f1,0.8977908689248896,0.19125560538116593,0.4574916436564453,0.6026575225032147,0.43390885932635154,0.38509836751778986,0.4938840120880702,0.4523128278493085
sementic_frame_acc,0.7324503311258278,0.009271523178807948,0.0913907284768212,0.13642384105960265,0.06490066225165562,0.026490066225165563,0.07947019867549669,0.06490066225165562
loss,0.5657976309474754,9.45627848474603,3.782872684378373,3.4219805121421816,3.8664294481277466,5.134973638936093,3.773904213779851,4.2430594199582155
time,1.2430799007415771,290.2138590812683,55.549898862838745,52.11471509933472,56.62399864196777,57.82416915893555,54.538013219833374,54.13509678840637
