,intent_acc,slot_f1,sementic_frame_acc,loss
No attack,0.9668874172185431,0.9376293230860184,0.8291390728476821,0.35415730744318447
Word level [en],0.8543046357615894,0.34369786136811764,0.019867549668874173,8.173029467934056
Word level [de],0.8556291390728477,0.7072405929304447,0.22251655629139072,3.643598781133953
Word level [es],0.9337748344370861,0.5567560357476323,0.05562913907284768,6.157280142997441
Word level [ja],0.8701986754966887,0.4196959682749505,0.04370860927152318,4.157114075045836
Word level [pt],0.9337748344370861,0.5220267231115228,0.031788079470198675,5.961015812974227
Word level [zh],0.8529801324503311,0.6204958345879755,0.1827814569536424,2.315875543104975
Alignments [en],0.8913907284768212,0.7882666666666666,0.40397350993377484,1.9701857100976141
Alignments [de],0.9059602649006623,0.8063298490127758,0.40794701986754967,2.087166879404532
Alignments [es],0.9245033112582781,0.7811206182721502,0.4066225165562914,1.8729931387658183
Alignments [ja],0.9536423841059603,0.4902870397216585,0.14834437086092717,4.0748895843562325
Alignments [pt],0.8596026490066225,0.8122582564712882,0.4185430463576159,2.0143019321521645
Alignments [zh],0.952317880794702,0.5771236333052986,0.19337748344370861,2.5248670521339305
