,No attack,Word level [ALL],Word level [en],Word level [es],Word level [fr],Word level [ja],Word level [pt],Word level [zh_cn]
perplexity,5.513005744783502,18181.71515689649,178.66729962449324,250.7093037944091,201.92021908509105,95.15077038689664,258.23048922639146,139.7763759826359
intent_acc,0.9549668874172186,0.4384105960264901,0.743046357615894,0.8132450331125828,0.695364238410596,0.8172185430463577,0.7271523178807947,0.83841059602649
slot_precision,0.9289340101522843,0.31550035825173156,0.5932203389830508,0.6488038277511962,0.5864141869552149,0.46395269501933134,0.5692938763551127,0.500956937799043
slot_recall,0.9258928571428572,0.30678123548536923,0.6076388888888888,0.550027041644132,0.5023171987641607,0.5429864253393665,0.5416782826874825,0.544037412314887
slot_f1,0.9274109405276495,0.31107971270458024,0.6003430531732419,0.5953461144446069,0.5411177367910137,0.5003679175864606,0.555142857142857,0.5216091667704571
sementic_frame_acc,0.7695364238410596,0.003973509933774834,0.09536423841059603,0.10993377483443709,0.0847682119205298,0.07019867549668875,0.08344370860927153,0.07682119205298013
loss,0.5457927961978528,7.842698689510947,3.2904194750283895,3.022392979734822,3.7494733572006225,3.07639062530116,3.6313730497109264,3.138980106617275
time,1.1924054622650146,233.26784443855286,45.25086975097656,46.25675559043884,46.02079153060913,43.991148471832275,45.181604623794556,42.88898324966431
