,No attack,Word level [ALL],Word level [en],Word level [es],Word level [fr],Word level [ja],Word level [pt],Word level [zh_cn]
perplexity,4.976388416792217,6907.4964703007745,52.715105626457614,77.97471806626571,62.40948351809853,45.50618944920991,104.40946641972191,98.43717661782316
intent_acc,0.9496688741721855,0.56158940397351,0.7814569536423841,0.8410596026490066,0.8145695364238411,0.785430463576159,0.7178807947019867,0.8556291390728477
slot_precision,0.9146615335258261,0.2630484988452656,0.558858501783591,0.5270432692307693,0.4467153284671533,0.5394846217788861,0.48679141441937257,0.5151937552272093
slot_recall,0.9173101673101673,0.28026574803149606,0.5983450031826862,0.5206292668447611,0.4451556590049462,0.616529449018366,0.5368740515933232,0.5394045534150613
slot_f1,0.9159839357429719,0.27138432213485825,0.577928066400246,0.5238166343138719,0.44593412999125626,0.5754396335155904,0.5106075912830134,0.5270212462569513
sementic_frame_acc,0.7536423841059603,0.0026490066225165563,0.09271523178807947,0.07152317880794702,0.05695364238410596,0.0847682119205298,0.04105960264900662,0.12980132450331125
loss,0.4900789522017524,6.395727109909058,2.517958428357777,2.6506118027787458,2.885167986468265,2.5603172264601053,3.080477521294042,2.6129265684830516
time,1.1936748027801514,231.42088198661804,44.77827429771423,45.50419497489929,45.24403715133667,43.163217544555664,44.65208148956299,42.10349488258362
