,intent_acc,slot_f1,sementic_frame_acc,loss
No attack,0.9721854304635762,0.9491416653296967,0.8622516556291391,0.36437884749519933
Word level [en],0.9576158940397351,0.5066305003013863,0.054304635761589407,6.227056982642726
Word level [es],0.9337748344370861,0.4484508547008547,0.04105960264900662,5.982877859904578
Word level [fr],0.9549668874172186,0.5769549599336834,0.033112582781456956,6.148438938040482
Word level [ja],0.8927152317880794,0.5578679125079635,0.18543046357615894,2.347061096950385
Word level [pt],0.9125827814569536,0.42378432854623327,0.015894039735099338,6.3161921551353055
Word level [zh],0.9112582781456954,0.5186252315291212,0.15496688741721854,2.3762970357349045
Alignments [en],0.9324503311258279,0.7861321158510487,0.4688741721854305,2.3504239766417365
Alignments [es],0.9311258278145695,0.71744543723451,0.39867549668874175,2.674500117911712
Alignments [fr],0.9403973509933775,0.7996845425867508,0.44370860927152317,2.6344581375664444
Alignments [ja],0.9245033112582781,0.472870120304444,0.1947019867549669,5.169220217073483
Alignments [pt],0.9496688741721855,0.8008516213560433,0.4675496688741722,2.5328370061185286
Alignments [zh],0.937748344370861,0.5609527381845462,0.25298013245033113,3.0830616750558346
