,No attack,Word level [ALL],Word level [en],Word level [de],Word level [es],Word level [fr],Word level [ja],Word level [pt]
perplexity,2.5904673149711206,912.7489307604338,25.720855213466443,19.05121680309898,37.043452739715576,22.118705465919092,19.810550923096507,24.70094855459113
intent_acc,0.9483443708609272,0.8198675496688742,0.9033112582781457,0.8966887417218543,0.8900662251655629,0.8980132450331125,0.8980132450331125,0.8728476821192053
slot_precision,0.9346679291221426,0.39579349904397704,0.639511201629328,0.6282635723166183,0.6383567475521499,0.6405614320585842,0.5818122555410691,0.5824930272473718
slot_recall,0.9242910647405029,0.277992277992278,0.5778432094221568,0.5364472753007785,0.5535252860834257,0.5676942491436813,0.5165677904789466,0.48795830337886414
slot_f1,0.9294505346694465,0.3265950103540085,0.6071152358855376,0.5787364000763505,0.5929221035982603,0.6019306126349995,0.5472522418946885,0.5310513447432763
sementic_frame_acc,0.7231788079470198,0.054304635761589407,0.08211920529801324,0.11125827814569536,0.07682119205298013,0.08344370860927153,0.10728476821192053,0.0847682119205298
loss,0.6162976458717726,5.40603921789872,2.7862217438848393,2.351175504609158,2.7820240660717612,2.7221481235403764,2.440043956982462,2.7088425573549775
time,1.1712567806243896,128.75460743904114,26.444525718688965,27.139980792999268,27.027705907821655,27.023887872695923,27.267980337142944,26.76783013343811
