,No attack,Word level [ALL],Word level [en],Word level [de],Word level [es],Word level [fr],Word level [ja],Word level [pt]
perplexity,2.562791493064479,146.101471649973,19.628324694382517,9.757436275482178,13.048626026354338,18.136672757801257,15.735239563490214,15.724483126088193
intent_acc,0.9298013245033112,0.8516556291390729,0.9152317880794701,0.9019867549668874,0.9059602649006623,0.9152317880794701,0.9059602649006623,0.904635761589404
slot_precision,0.9246055825242718,0.40772818121252496,0.6100307062436029,0.6388725778038755,0.6240677282805885,0.652837095790116,0.5914634146341463,0.5856715301159746
slot_recall,0.9219482680381182,0.33260869565217394,0.5903328050713154,0.5929155313351498,0.615262321144674,0.6212502419198761,0.5368103303706189,0.5883126644118752
slot_f1,0.9232750132545634,0.36635737803052976,0.6000201349038558,0.6150367439231205,0.6196337436205342,0.6366521221737405,0.5628131868131869,0.5869891263592052
sementic_frame_acc,0.6635761589403973,0.05827814569536424,0.0847682119205298,0.0913907284768212,0.09536423841059603,0.09006622516556291,0.10728476821192053,0.07417218543046358
loss,0.6005636799296267,4.1227051433764,2.268799101678949,1.908543062210083,2.19111968718077,2.1038240068837215,2.1365093419426366,2.0769885401976738
time,1.23160719871521,130.41741800308228,26.942606210708618,27.77181887626648,27.648104190826416,27.806401252746582,27.931153297424316,27.485501527786255
