,intent_acc,slot_precision,slot_recall,slot_f1,sementic_frame_acc,loss,perplexity,time
No attack,0.9298013245033112,0.924757281553398,0.9220995310845558,0.9234264939786412,0.6649006622516557,0.5990528057451899,2030919.302575764,6.613379716873169
Word level [ALL],0.8675496688741722,0.4067460317460317,0.33117932148626816,0.3650934995547641,0.05960264900662252,4.125206275362718,25849725.761710037,129.34545946121216
Word level [en],0.909933774834437,0.6158899609936358,0.5953562214725144,0.6054490413723511,0.08874172185430464,2.2689923618969163,8360880.379434324,26.516642808914185
Word level [de],0.9059602649006624,0.6454310173203265,0.5887052841837661,0.615764482431149,0.10596026490066224,1.9073577479312291,8885245.353566442,27.971702814102173
Word level [es],0.9033112582781456,0.6182398722809819,0.6134653465346535,0.6158433555312594,0.0847682119205298,2.1691132156472457,6925059.889985631,28.40922427177429
Word level [fr],0.909933774834437,0.6566143948532368,0.6237585943468297,0.6397649363369246,0.08344370860927153,2.09905113985664,18236809.25990329,30.051227807998657
Word level [ja],0.9072847682119204,0.5790566037735849,0.5232736572890025,0.5497536945812809,0.09536423841059603,2.089208033210353,5089693.848535914,30.089321613311768
Word level [pt],0.9033112582781456,0.5693308550185874,0.5733807562710596,0.5713486289871293,0.08741721854304636,2.116042251335947,6451598.135776666,29.32175612449646
Alignments [ALL],0.7430463576158941,0.4209883010302078,0.4840393495282072,0.4503175196115054,0.12450331125827815,6.792302646135028,17061499054.265163,190.5629334449768
Alignments [en],0.7549668874172185,0.451578724305997,0.4944315545243619,0.47203455532174105,0.08079470198675498,6.477233874170404,6130999951.225997,35.801106929779046
Alignments [de],0.766887417218543,0.4109042553191489,0.4694859458090656,0.4382460702044675,0.07152317880794702,6.3362744256069785,58346902396.82738,35.656678915023804
Alignments [es],0.7337748344370861,0.3780260707635009,0.4228187919463087,0.3991697618527419,0.06490066225165562,6.383106339605232,2700148049.4455137,37.506608009338386
Alignments [fr],0.7682119205298014,0.386219401631913,0.4344722080571137,0.40892728581713467,0.07019867549668875,6.790909260197688,24032736848.78954,36.03066086769104
Alignments [ja],0.8794701986754967,0.584740990990991,0.5718612334801763,0.578229398663697,0.19735099337748346,3.660199905696668,88291258.10378465,34.94987630844116
Alignments [pt],0.766887417218543,0.3867178676304495,0.44993429697766096,0.4159378036929057,0.06887417218543046,6.616528743191769,32033631383.34407,35.41739153861999
