,No attack,Alignments [ALL],Alignments [en],Alignments [de],Alignments [es],Alignments [fr],Alignments [ja],Alignments [pt]
perplexity,2.4364664830659564,4494.781361810785,4871.25717382682,2396.9454180868047,4293.674643350902,2647.421562676681,117.11849004594903,2946.8506064364783
intent_acc,0.9298013245033112,0.7615894039735099,0.7589403973509934,0.7655629139072848,0.7350993377483444,0.7655629139072848,0.8781456953642384,0.7629139072847683
slot_precision,0.9246055825242718,0.4476584022038568,0.4475043029259897,0.40391980175715253,0.37900874635568516,0.3760018319212274,0.5779919005725457,0.3851102941176471
slot_recall,0.9219482680381182,0.5138339920948617,0.4876905041031653,0.4618753219989696,0.426529177408015,0.4231958762886598,0.5667533890182117,0.44256667546870876
slot_f1,0.9232750132545634,0.47846889952153115,0.46673398406821504,0.4309578175700036,0.40136729518138714,0.39820540802716137,0.5723174778761061,0.4118442069050252
sementic_frame_acc,0.6635761589403973,0.14701986754966886,0.09006622516556291,0.07152317880794702,0.06225165562913907,0.06887417218543046,0.19205298013245034,0.07152317880794702
loss,0.5884459826114931,6.428257130321703,6.5115996549004,6.46152222783942,6.4129745583785205,6.765863970706337,3.729183498181795,6.713022297307065
time,1.1857171058654785,181.61505603790283,36.368772983551025,35.81016778945923,37.02584719657898,36.31319999694824,35.80277109146118,36.59608268737793
