,No attack,Word level [ALL],Word level [en],Word level [de],Word level [es],Word level [fr],Word level [pt],Word level [zh_cn]
perplexity,2.716399037210565,157.12729855587608,16.378049900657253,14.971940418293602,19.332076431575576,15.78893282789933,27.128080247577866,13.502298864565397
intent_acc,0.9430463576158941,0.8410596026490066,0.895364238410596,0.9139072847682119,0.9072847682119205,0.9006622516556292,0.9059602649006623,0.8966887417218543
slot_precision,0.9155172413793103,0.41978255104746753,0.5854692619001735,0.6267001464741577,0.5702327480604328,0.6265847860538827,0.6011040686976078,0.6274196128619421
slot_recall,0.9090390321844328,0.24519826517967783,0.49746192893401014,0.49891720806263534,0.4569698952879581,0.5046266751754945,0.46533713200379867,0.5354266211604095
slot_f1,0.9122666361241554,0.3095726997164369,0.5378895184135978,0.5555555555555555,0.5073569482288828,0.5590314598798162,0.5245784637344991,0.5777843252799056
sementic_frame_acc,0.6622516556291391,0.054304635761589407,0.08344370860927153,0.09536423841059603,0.08211920529801324,0.09006622516556291,0.0913907284768212,0.12582781456953643
loss,0.6576040608220195,4.346464478342157,2.3489195528783298,2.1795168242956464,2.424848518873516,2.206317363287273,2.418903836451079,2.150840119311684
time,1.203702688217163,117.77458143234253,25.29499340057373,25.407220602035522,25.34476637840271,25.45521306991577,25.48867702484131,25.43518042564392
