,No attack,Alignments [ALL],Alignments [en],Alignments [de],Alignments [es],Alignments [fr],Alignments [pt],Alignments [zh_cn]
perplexity,2.8525225764826723,50109.51077603792,5591.013098716736,2284.6930605135467,3011.1632972516513,2288.135272969698,6357.163281957727,64.83857637581072
intent_acc,0.9165562913907285,0.7298013245033113,0.7708609271523179,0.7748344370860927,0.7642384105960265,0.7748344370860927,0.7748344370860927,0.8503311258278146
slot_precision,0.9167769251124637,0.30417108518911273,0.454449710373881,0.4352673962419988,0.41497093023255816,0.4898676592224979,0.44823361241576476,0.676538828988672
slot_recall,0.9211645838872641,0.3954503676470588,0.5460873233495043,0.5250311332503114,0.4836933502753071,0.5656638013371538,0.5442598561864617,0.7211230724469013
slot_f1,0.9189655172413793,0.3438561438561439,0.4960720444529603,0.4759539399412961,0.44670447877958147,0.5250443262411347,0.4916013437849944,0.6981198507147384
sementic_frame_acc,0.623841059602649,0.06622516556291391,0.08344370860927153,0.08874172185430464,0.052980132450331126,0.10463576158940398,0.07417218543046358,0.223841059602649
loss,0.6997818075120449,8.483946398684854,6.494499342065108,6.308354892228779,6.333393734379818,5.978466084128932,6.4108414122932835,2.5473692124611453
time,1.171689748764038,160.6054446697235,31.42011046409607,31.96676731109619,32.86721682548523,32.672757387161255,32.521503925323486,33.990110874176025
