,intent_acc,slot_f1,sementic_frame_acc,loss
No attack,0.9496688741721855,0.918868676138627,0.6543046357615894,0.5362471992370526
Word level [en],0.8092715231788079,0.14386298763082778,0.0,15.649655492682205
Word level [de],0.8039735099337748,0.29139280125195616,0.0,14.942811589491996
Word level [es],0.7324503311258278,0.20581113801452786,0.0,15.838097813254908
Word level [fr],0.8211920529801324,0.24395604395604398,0.0,14.415946368167274
Word level [pt],0.7814569536423841,0.25137848154955467,0.0,15.358162237468518
Word level [zh],0.7933774834437086,0.577249820014399,0.08211920529801324,2.2627223468140554
Alignments [en],0.8913907284768212,0.535389188185027,0.003973509933774834,10.201772022247315
Alignments [de],0.9019867549668874,0.5441013108198178,0.010596026490066225,11.325532127681532
Alignments [es],0.9019867549668874,0.4726314762415845,0.007947019867549669,11.66443654612491
Alignments [fr],0.8927152317880794,0.5529849904074032,0.007947019867549669,11.504600299032111
Alignments [pt],0.8847682119205298,0.5406057945566286,0.010596026490066225,10.468474142174971
Alignments [zh],0.9178807947019868,0.729767572108653,0.1509933774834437,6.67322092248421
