,intent_acc,slot_f1,sementic_frame_acc,loss
No attack,0.9417218543046357,0.9129640205596802,0.6688741721854304,0.6182308186593123
Word level [en],0.8211920529801324,0.12783897728818172,0.0,15.873501606991416
Word level [de],0.7735099337748345,0.22522915757311218,0.0,16.084541330839457
Word level [es],0.7801324503311259,0.18757211142244928,0.0,16.005355212562964
Word level [fr],0.8278145695364238,0.2296650717703349,0.0,14.943658256530762
Word level [pt],0.8119205298013245,0.23872401621126946,0.0,15.473629088150828
Word level [zh],0.7907284768211921,0.5298694617709472,0.0913907284768212,2.7126990324572513
Alignments [en],0.8821192052980132,0.5528711484593839,0.007947019867549669,10.863331257669548
Alignments [de],0.8927152317880794,0.5550556983718937,0.018543046357615896,11.11510443687439
Alignments [es],0.8847682119205298,0.4630665380906461,0.0013245033112582781,12.109311595715974
Alignments [fr],0.8807947019867549,0.5562402088772846,0.01456953642384106,12.531064560538844
Alignments [pt],0.8516556291390729,0.5678344942301695,0.018543046357615896,10.769757865604602
Alignments [zh],0.9258278145695364,0.7105359990187662,0.1695364238410596,6.567528165484729
