,No attack,Alignments [ALL],Alignments [de],Alignments [es],Alignments [fr],Alignments [ja],Alignments [pt],Alignments [zh_cn]
perplexity,1.848519699914115,1210.1780104679722,12.607834672289234,15.784422376326152,20.875215307942458,99.89797652193478,23.93356923333236,45.01109103858471
intent_acc,0.9641657334826428,0.8342665173572228,0.9171332586786114,0.9025755879059351,0.9137737961926092,0.9025755879059351,0.9092945128779395,0.8868980963045913
slot_precision,0.943302752293578,0.3673245614035088,0.7223360655737705,0.6968708005375311,0.6694391128172318,0.37194869673148534,0.6992722602739726,0.4782803906162308
slot_recall,0.9386525470147891,0.45785876993166286,0.7377563834240268,0.6936747563539079,0.6929359823399559,0.48132780082987553,0.7119198082370887,0.6583745364647713
slot_f1,0.94097190445685,0.40762522814844854,0.7299647960240215,0.6952691055353379,0.6809849224427813,0.4196277495769882,0.7055393586005831,0.5540602041479747
sementic_frame_acc,0.7659574468085106,0.07838745800671892,0.3650615901455767,0.2698768197088466,0.29227323628219487,0.05823068309070549,0.3460246360582307,0.1612541993281075
loss,0.42275975696143825,4.936062194406986,1.8531854199245572,1.8137125596404076,1.9971075137811047,3.9453473495585576,1.9850760668383114,2.9790610702974454
time,1.8998260498046875,360.19601130485535,67.74235820770264,70.48130822181702,69.03558850288391,56.74944853782654,67.68399286270142,64.8666512966156
